name,type,district,sub_district,address,phone,email,website,operator,lat,lon,osm_id,source
"Primary Health Centre, Vellarikund",Primary Health Centre (PHC),Kasaragod,,,,,,Department of health service,12.3686138,75.2840302,node/7470597894,OpenStreetMap
"Primary Health Centre, Vellavoor",Primary Health Centre (PHC),Kottayam,,,+91-481-2496789,,,DEPARTMENT OF HEALTH SERVICES,9.4880854,76.720685,way/800696135,OpenStreetMap
"Primary Health Centre, Vembaloor",Primary Health Centre (PHC),Palakkad,,,,,,,10.6677827,76.6083083,way/863734505,OpenStreetMap
"Primary health centre, Vengad",Primary Health Centre (PHC),Kannur,,Kinavakkal - Champad Road,,,,Government,11.8658948,75.5131582,node/7492041684,OpenStreetMap
"Primary Health Centre, Vettur",Primary Health Centre (PHC),Thiruvananthapuram,,,,,,Department of Health services,8.7130353,76.7361772,way/800038008,OpenStreetMap
"Primary health centre, westhill",Primary Health Centre (PHC),Kozhikode,,,,,,dept. of health services,11.285538,75.7680614,way/800661131,OpenStreetMap
"Primary Health Centre, Yeroor",Primary Health Centre (PHC),Kollam,,0475-2202166,,,,Department of Heath and Family Welfare,8.9288489,76.982982,way/992111530,OpenStreetMap
"Primary Health Centre,Bharanickavu",Primary Health Centre (PHC),Alappuzha,,,,,,,9.1879882,76.5467567,way/982169375,OpenStreetMap
"Primary Health Centre,chemmalassery",Primary Health Centre (PHC),Malappuram,,,,,,,10.9263255,76.1835629,way/962886377,OpenStreetMap
"Primary Health Centre,Elamkulam",Primary Health Centre (PHC),Malappuram,,,,,,DEPARTMENT OF HEALTH SERVICES,10.9093455,76.2300536,way/800652273,OpenStreetMap
"primary health centre,kakkayam",Primary Health Centre (PHC),Kozhikode,,,,,,dept. of health services,11.551758,75.8946585,way/801055687,OpenStreetMap
"Primary Health Centre,Kanjoor",Primary Health Centre (PHC),Ernakulam,,,,,,Department of Health and Family Welfare,10.1386844,76.4309998,node/7475291099,OpenStreetMap
"Primary Health Centre,Onamthuruthu",Primary Health Centre (PHC),Kottayam,,,+91-4812712511,,,DEPARTMENT OF HEALTH SERVICES,9.6881283,76.5157203,way/800689746,OpenStreetMap
"Primary Health Centre,Porur",Primary Health Centre (PHC),Malappuram,,,,,,DEPARTMENT OF HEALTH SERVICES,11.1760903,76.1794549,way/800444152,OpenStreetMap
"Primary Health Centre,Pothanicad",Primary Health Centre (PHC),Ernakulam,,"pothanicad, ernakulam, 686671",,,,,10.0037061,76.6877745,way/934220879,OpenStreetMap
"Primary Health Centre,Trippanachi",Primary Health Centre (PHC),Malappuram,,,,,,Department of health services (dhs),11.1623109,76.052073,way/799724922,OpenStreetMap
Primary Health centres Peruvemba,Primary Health Centre (PHC),Palakkad,,,,,,,10.7028333,76.6853029,node/7516882121,OpenStreetMap
"Primary health cetre, Edakkad",Primary Health Centre (PHC),Kannur,,,,,,,11.8658171,75.4304346,way/863363530,OpenStreetMap
Primary Health Health Center Malampuzha,Primary Health Centre (PHC),Palakkad,,,,,,Department of Health and Family Welfare,10.8192764,76.6716512,way/465354296,OpenStreetMap
Primary Health Sub Center,Primary Health Centre (PHC),Kozhikode,,,,,,government,11.4774078,75.7048603,node/9281849077,OpenStreetMap
"Primary Health Sub Center,Mezhukumchal",Primary Health Centre (PHC),Idukki,,,,,,,10.0231094,76.9063175,node/9126529131,OpenStreetMap
"Primary Health Sub Center,Pazhampallichal",Primary Health Centre (PHC),Idukki,,,,,,,10.0589606,76.8382396,node/9126529130,OpenStreetMap
"Primary Health Sub Centre,Mannarmala",Primary Health Centre (PHC),Malappuram,,,,,,public,11.0055882,76.2561641,node/8289798288,OpenStreetMap
Primary Health Subcentre Areekakavu,Primary Health Centre (PHC),Pathanamthitta,,,,,,,9.3312439,76.8723636,node/9085297901,OpenStreetMap
"Primary Health Subcentre, Kuttukad",Primary Health Centre (PHC),Malappuram,,,,,,DHS,11.325955,76.3115359,way/800800842,OpenStreetMap
Primary Helath Center Kandanassery,Clinic,Thrissur,,,,,,government,10.5996357,76.097039,way/658894911,OpenStreetMap
"Primary Helth Center, Panayal",Yes,Kasaragod,,"Thachangad, Bekal, 671318",,,,government,12.4125967,75.0510481,way/825361893,OpenStreetMap
Primay Health Care Centre,Centre,Thiruvananthapuram,,"Arangamugal Road, Arangamugal, Moonnukallinmoodu, Neyyattinkara, Kerala 695123, Ramapuram - Arangamugal Road, Neyyattinkara, 695123",,,,government,8.4041164,77.0716726,way/922890482,OpenStreetMap
Primery Helath Center Kanjiramkulam,Hospital,Thiruvananthapuram,,,,,,Goverment,8.368921,77.0499975,node/9417365037,OpenStreetMap
"Public Healh Center,  Pallikara",Clinic,Kasaragod,,"Bekal, Bekal, 671316",,,,government,12.4008544,75.0309418,way/863477404,OpenStreetMap
Public Health Center Chattanchal,Hospital,Kasaragod,,"Thaira Road, Chattanchal, 671541",,,,Department of Helth Service,12.4818651,75.0602089,way/795870653,OpenStreetMap
Public Health Center Kalanad,Yes,Kasaragod,,,,,,Department of health services,12.4609837,75.0021217,node/7470665660,OpenStreetMap
Public Health Center Panoor,Hospital,Kannur,,Panoor,,,,Government of Kerala,11.7587406,75.5776654,node/3876787897,OpenStreetMap
Public Health Center PHC sub center edappady,Primary Health Centre (PHC),Kottayam,,,,,,,9.7129108,76.7189024,node/9730870072,OpenStreetMap
Public Health Center Thaikadapuram,Clinic,Kasaragod,,"NILESHWARAM, 671315",,,,Department of Helth Service,12.2320634,75.1092863,node/7470257971,OpenStreetMap
"Public Health Center, Koottapunna",Doctor,Kasaragod,,"Koottapunna, Mylatty, 671318",,,,government,12.4532114,75.0685014,way/863482752,OpenStreetMap
Public Health Centre,Health_Centre,Ernakulam,,"Ernakulam, 682315",,,,Government Of Kerala Health Department,9.861199,76.3956435,way/847204728,OpenStreetMap
"Public Health Centre , Velam",Hospital,Kozhikode,,,,,,Department of Health and Family Welfare,11.6279474,75.7222319,way/880554256,OpenStreetMap
Public Health Centre Manakkadu,Hospital,Pathanamthitta,,"Manakkadu, Kodumon, 691555",,,,Government,9.1922408,76.786368,way/983545244,OpenStreetMap
Puthenchira Gov Hospital,Hospital,Thrissur,,"puthenchira, Kodungallur, 680682",+91-480-2891039,puthenchirachc@gmail.com,,GOVERNMENT AUTHORITIES,10.2749111,76.2516315,node/7447811883,OpenStreetMap
Puthenthope Community Health Centre Hospital,Community Health Centre (CHC),Thiruvananthapuram,,"Puthenthope, Kerala",,,,Department of Health Services,8.5754167,76.8430397,way/799287396,OpenStreetMap
Puthenthope Hospital,Hospital,Thiruvananthapuram,,,,,,Department of Health services,8.5754733,76.8429654,node/7467957603,OpenStreetMap
"Railway Hospital, Trivandrum",Hospital,Thiruvananthapuram,,"Railway hospitl Road, trivandrum, 695024",,,,Southern Railways,8.4949349,76.931009,way/1081587511,OpenStreetMap
Railway Station Health Unit,Clinic,Kannur,,,,,,southern railway,11.8708047,75.3677665,node/5166902095,OpenStreetMap
Rama Rao Government Taluk Hospital,Taluk Hospital,Kollam,,0476-2512324,,,,Department of Health and Family Welfare,8.8330529,76.6829743,way/799012083,OpenStreetMap
Rayamangalam FHC,Family Health Centre (FHC),Ernakulam,,,,,,,10.1196804,76.5201192,node/8779282340,OpenStreetMap
Rehabilitation Centre,Hospice,Ernakulam,,"Koonammavu, 683518",,,,government,10.1011549,76.26576,node/9190561290,OpenStreetMap
S C Pazhery,Hospital,Wayanad,,,,,,Health and Family Welfare,11.7002656,76.2719625,way/861281559,OpenStreetMap
Santhi General & Children's Hospital,Hospital,Kottayam,,"Kumarakom Attipeedika Rd, Kumarakom, 686563",,,,,9.5913275,76.4372243,node/7494953066,OpenStreetMap
Santhigiri Ayurvedic Medical College and Hospital,Medical College,Palakkad,,,,,,,10.7272796,76.7026702,way/1019630586,OpenStreetMap
SC  Valanchery,Hospital,Wayanad,,,,,,HEALTH & FAMILY WELFARE,11.7318103,76.1793089,way/860996205,OpenStreetMap
sc adikolly,Hospital,Wayanad,,,,,,HEALTH&FAMILY WELFARE,11.7812693,76.1946156,node/8023766112,OpenStreetMap
SC CHAAMAPPARA,Hospital,Wayanad,,,,,,HEALTH&FAMILY WELFARE,11.8363676,76.208872,way/870723847,OpenStreetMap
sc cheeyambam,Hospital,Wayanad,,,,,,HEALTH & FAMILY WELFARE,11.7539235,76.1995426,way/860340465,OpenStreetMap
SC Chempakapetta,Hospital,Wayanad,,,,,,HEALTH &FAMILY WELFARE,11.7166678,76.121234,node/8018349822,OpenStreetMap
SC IRIPPOOD,Hospital,Wayanad,,,,,,HEALTH &FAMILY WELFARE,11.8458657,76.1645833,way/870708184,OpenStreetMap
SC Irulam,Hospital,Wayanad,,,,,,HEALTH & FAMILY WELFARE,11.7520755,76.1880983,node/8018374444,OpenStreetMap
sc kalloorkunnu,Hospital,Wayanad,,,,,,HEALTH & FAMILY WELFARE,11.7051065,76.2074948,node/8024080356,OpenStreetMap
SC Kaloorkunnu,Hospital,Wayanad,,,,,,HEALTH &FAMILY WELFARE,11.7051045,76.2074937,way/860934054,OpenStreetMap
SC Kuppadi,Yes,Wayanad,,,,,,Health and Family Welfare,11.6936026,76.2652927,node/8027356357,OpenStreetMap
SC kuppady,Hospital,Wayanad,,,,,,HEALTH & FAMILY WELFARE,11.6934245,76.2635224,way/861277413,OpenStreetMap
SC MARAKKADAVU,Hospital,Wayanad,,,,,,HEALTH&FAMILY WELFARE,11.8627883,76.1963376,node/8111067792,OpenStreetMap
SC PALAKOLLY,Hospital,Wayanad,,,,,,SC PAAPAKOLLY,11.8163877,76.1467146,way/870728917,OpenStreetMap
SC Pazhery,Hospital,Wayanad,,,,,,Health and Family Welfare,11.7002666,76.2719607,node/8027378116,OpenStreetMap
SC Pazhupathoor,Hospital,Wayanad,,,,,,Health and Family Welfare,11.6775156,76.2277039,node/8027321857,OpenStreetMap
SC Poomala,Yes,Wayanad,,,,,,Health and Family Welfare,11.6520773,76.2490436,node/8027284999,OpenStreetMap
SC Poothikkad,Yes,Wayanad,,,,,,Health and Family Welfare,11.6486126,76.2374113,node/8027337649,OpenStreetMap
SC SASIMALA,Hospital,Wayanad,,,,,,HEALTH&FAMILY WELFARE,11.8138333,76.2000466,node/8111164694,OpenStreetMap
SC Thazhamunda,Hospital,Wayanad,,,,,,HEALTH& FAMILY WELFARE,11.706229,76.1395959,node/8018297440,OpenStreetMap
SC Vakery,Hospital,Wayanad,,,,,,HEALTH & FAMILY WEFARE,11.6959112,76.2211972,node/8024678991,OpenStreetMap
SC Valanchery,Hospital,Wayanad,,,,,,HEALTH &FAMILY WELFARE,11.7318176,76.1793239,node/8024669741,OpenStreetMap
SC Valavayal,Hospital,Wayanad,,,,,,HEALTH AND FAMILY WELFARE,11.7109561,76.1922766,node/8018297411,OpenStreetMap
SC Vandikkadavu,Hospital,Wayanad,,,,,,HEALTH&FAMILY WELFARE,11.7849014,76.2050012,way/860906533,OpenStreetMap
Sneha Thanal Pakalveedu,Hospice,Ernakulam,,"aatupuram, ayroor, 683579",,,,kunnukara gramapanchayath,10.1776568,76.3026972,way/935184415,OpenStreetMap
social health center,Hospital,Wayanad,,,,,,government,11.7380883,76.070615,node/5274891888,OpenStreetMap
SR Medical College,Medical College,Thiruvananthapuram,,"Akathumuri Road, 695318",+919846054047,,http://srmedicalcollege.com,,8.7027647,76.7560566,way/850355338,OpenStreetMap
Sree Ayyappa Medical College Hospital,Medical College,Pathanamthitta,,"Kumpalathamon, Vadasserikkara, 689662",,,,,9.3248857,76.8439004,way/835216803,OpenStreetMap
"Sree Ramakrishna Health Center, PEREKKONAM",Clinic,Thiruvananthapuram,,"Sree Ramakrishna Health Center, PEREKKONAM, Nedumangad - Shorlacode Road, trivandrum, 695125",,,,Public,8.5148924,77.1464826,way/979464598,OpenStreetMap
Sub Center,Clinic,Kozhikode,,,,,,government,11.4255606,75.9051668,way/863318835,OpenStreetMap
Sub Center,Clinic,Thrissur,,,,,,goverment,10.2307459,76.1554385,way/863324945,OpenStreetMap
"Sub Center , Karinkutty",Hospital,Wayanad,,,,,,Government,11.6596766,76.0616799,way/963941293,OpenStreetMap
SUB CENTER PHC,Primary Health Centre (PHC),Malappuram,,,,,,,11.0852475,75.9667063,node/9081401980,OpenStreetMap
sub center phc,Primary Health Centre (PHC),Malappuram,,,,,,,10.9950017,75.9108813,way/972904680,OpenStreetMap
"Sub Center PHC, Pookottukavu",Primary Health Centre (PHC),Palakkad,,,,,,,10.8769819,76.3863588,node/10783801818,OpenStreetMap
"Sub Center, Chundakkara",Hospital,Wayanad,,Mechana,,,,Government,11.6817056,76.065365,way/995800480,OpenStreetMap
Sub Centre,Clinic,Palakkad,,"Lakshamveedu, chulannur, 678574",,,,government,10.7204342,76.4753382,way/837178471,OpenStreetMap
Sub Centre,Clinic,Palakkad,,"Peringottukurissi, 678574",,,,government,10.7580881,76.4923107,way/863458041,OpenStreetMap
Sub Centre,Hospital,Kozhikode,,"Kozhikode, 673015",,,,government,11.1777748,75.8074457,way/863550730,OpenStreetMap
Sub Centre,Hospital,Kozhikode,,,,,,government,11.1822234,75.8123797,way/863550731,OpenStreetMap
Sub Centre,Hospital,Kozhikode,,,,,,government,11.1968921,75.8035756,way/863550735,OpenStreetMap
Sub Centre,Hospital,Kozhikode,,,,,,government,11.2171978,75.812723,way/863550737,OpenStreetMap
Sub Centre,Hospital,Kozhikode,,,,,,government,11.1991065,75.82062,way/863550741,OpenStreetMap
Sub Centre Maruthamanpalli,Hospital,Kollam,,"Oyoor, 691510",,,,government,8.880712,76.7584954,way/939233558,OpenStreetMap
Sub Centre Primary Health Care sub centre Maruthoorkonam,Primary Health Centre (PHC),Thiruvananthapuram,,,,,,,8.3846103,77.0255456,way/1002489978,OpenStreetMap
"Sub Centre, Ezhakkaranad",Clinic,Ernakulam,,,,,,government,9.9197943,76.4610788,way/863319883,OpenStreetMap
"Sub Centre, Kallupadi",Hospital,Wayanad,,,,,,government,11.6331409,76.1504369,way/858393681,OpenStreetMap
"Sub Centre, kumbalad",Hospital,Wayanad,,,,,,government,11.6774286,76.0998896,way/934407017,OpenStreetMap
"Sub Centre, Mandad",Yes,Wayanad,,,,,,Government,11.6323047,76.1161845,node/8669140736,OpenStreetMap
"Sub Centre, Maniyanpara",Clinic,Palakkad,,"Maniyampara, 678722",,,,government,10.7410084,76.5123054,way/863324623,OpenStreetMap
"Sub Centre, Pakkam",Hospital,Wayanad,,,,,,government,11.6161527,76.1475642,node/8002214129,OpenStreetMap
"Sub Centre, Panangandi",Hospital,Wayanad,,,,,,government,11.6708941,76.1217036,way/934414248,OpenStreetMap
"Sub Centre, Pariyaram",Hospital,Wayanad,,,,,,government,11.6485862,76.1008657,way/934419495,OpenStreetMap
"Sub Centre, Vilavoorkal",Clinic,Thiruvananthapuram,,"near agnavadi, vilavoorkal, 695573",,,,government,8.5007395,77.0096568,node/8641975856,OpenStreetMap
"Sub Centre, Vizhavoor",Yes,Thiruvananthapuram,,"Mangattukadavu-Perukavu-Vizhavoor-Choozhattukotta, vilavoorkal, 695573",,,,government,8.4833591,77.0099884,node/8642012545,OpenStreetMap
"Sub family health centre, Neendunokki",Family Health Centre (FHC),Kannur,,Neendunokki,,,,,11.8820644,75.8517075,node/8323315120,OpenStreetMap
"Sub Health Center, Anakkayam",Clinic,Malappuram,,,,,,goverment,11.0883502,76.1372549,way/981099590,OpenStreetMap
"Sub Health Center, Panayi",Clinic,Malappuram,,,,,,goverment,11.0816209,76.1091202,way/981101739,OpenStreetMap
Sub helth center,Hospital,Wayanad,,,,,,treatment,11.6370419,76.0065621,way/859161613,OpenStreetMap
sub primary health center,Primary Health Centre (PHC),Malappuram,,,,,,,10.9709907,75.9466018,node/8897227141,OpenStreetMap
sub primary health center cheriyamundam,Primary Health Centre (PHC),Malappuram,,,,,,,10.9492384,75.9480279,node/8994686588,OpenStreetMap
Subcentre  PHC Kottukal,Primary Health Centre (PHC),Thiruvananthapuram,,"Punnakulam, Vizhinjam, Kottukal, Kerala, 695523",,,,,8.3712119,77.0236053,node/8888141429,OpenStreetMap
"Subcentre, V.P Thuruth.",Alternative,Thrissur,,"V.P Thuruth, Kodungallur, 680667",,,,Government,10.1976436,76.1968753,way/1009558767,OpenStreetMap
Sujitha Memorial Cheramanthuruthu Sub Center Kandavila,Clinic,Thiruvananthapuram,,,,,,Government,8.5987002,76.8245617,node/8916560209,OpenStreetMap
Taluk Ayurvedea Hospital Sulthan Bathery,Taluk Hospital,Wayanad,,,+91-4936 224015,,,Government,11.658427,76.2637886,way/1072645819,OpenStreetMap
"Taluk Government Hospital, Payyanur",Taluk Hospital,Kannur,,,,,,,12.1145099,75.210627,way/886895589,OpenStreetMap
"Taluk Head Quarter Hospital, Mannarkkad",Taluk Hospital,Palakkad,,,,,,Department of Health and Family Welfare,10.9946933,76.4662153,way/799600222,OpenStreetMap
"Taluk Head Quarter Hospital, Nileshwer",Taluk Hospital,Kasaragod,,,,,,,12.2569666,75.1440539,node/8286187995,OpenStreetMap
"Taluk Head Quarter Hospital, Peravoor",Taluk Hospital,Kannur,,,,,,,11.9030562,75.7332435,way/980012055,OpenStreetMap
Taluk Head Quarters Hospital,Taluk Hospital,Malappuram,,"Tirur - Malappuram - Manjeri Road, Malapppuram",,,,Department of Health and Family Welfare,11.047289,76.0731766,way/371925551,OpenStreetMap
Taluk Head Quarters Hospital,Taluk Hospital,Kasaragod,,"MAGALPADY, 671324",,,,Department of Helth Service,12.6598811,74.9183166,way/798632911,OpenStreetMap
Taluk Head Quarters Hospital Alathur,Taluk Hospital,Palakkad,,,+91-4922222322,,,,10.6467672,76.5379587,node/8897761017,OpenStreetMap
Taluk Head Quarters Hospital Changanassery,Taluk Hospital,Kottayam,,"Taluk Headquaters hospital, Government Hospital Road, changanacherry",,,,Department of Health and Family Welfare,9.445086,76.5394733,way/934229424,OpenStreetMap
Taluk Head Quarters Hospital Chavakkad,Taluk Hospital,Thrissur,,"Chavakkad hospital, Chavakkad, 680506",+91-4872507310,,,,10.5868763,76.0190848,way/761191145,OpenStreetMap
Taluk Head Quarters Hospital Cherthala,Taluk Hospital,Alappuzha,,"Cherthala, 688524",,,,Department of Health Services,9.6816843,76.3399539,way/798736229,OpenStreetMap
Taluk Head Quarters Hospital Chirayinkeezhu,Taluk Hospital,Thiruvananthapuram,,Chirayinkeezhu,,,,Department of Health services,8.6610053,76.7863001,way/798464186,OpenStreetMap
Taluk Head Quarters Hospital Fort Kochi,Taluk Hospital,Ernakulam,,,,,,Department of Health and Family Welfare,9.965665,76.2456966,way/934249735,OpenStreetMap
Taluk Head Quarters Hospital Haripad,Taluk Hospital,Alappuzha,,,,,,Department of Health and Family Welfare,9.2799474,76.4599579,way/685520732,OpenStreetMap
Taluk Head Quarters Hospital Malayinkeezhu,Taluk Hospital,Thiruvananthapuram,,"Pongummoodu Road, 695571",,,,Department of Health Services,8.4832337,77.044912,node/7130170225,OpenStreetMap
Taluk Head Quarters Hospital Ottappalam,Taluk Hospital,Palakkad,,,,,,Department of Health and Famil Welfare,10.7791521,76.3747359,way/362349482,OpenStreetMap
TALUK HEAD QUARTERS HOSPITAL VYTHIRI,Taluk Hospital,Wayanad,,,,,,,11.5510242,76.0405901,node/5276849449,OpenStreetMap
"Taluk Head Quarters Hospital, Alathur",Taluk Hospital,Palakkad,,"hospital road Alathur, 678541",+914922222322,,,Department of Health Service,10.6470487,76.5380763,node/4744267026,OpenStreetMap
"Taluk Head Quarters Hospital, Chittur",Taluk Hospital,Palakkad,,"14/60, SH25, Chittur-Nallepilly Road, chittur, 678101",,,,Department of Health and Family Welfare,10.6995957,76.7536568,way/376054099,OpenStreetMap
